Date,Volatility (%),VaR_95 (%)
2026-04-13,1.702741216616428,-2.61218708299579
2026-04-14,1.7006402796556452,-2.6089087603190664
2026-04-15,1.6985556037073524,-2.6056558114860073
2026-04-16,1.6964870795253495,-2.6024280660277697
2026-04-17,1.694434598383828,-2.5992253542875323
